F1,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020
33536,29155895,174,40.72434,-73.98124,2,200,245,2,68,5.11,116
5428,4241486,174,40.72685,-73.98638,2,280,258,2,101,1.61,324
31161,26839646,174,40.72838,-73.97926,2,260,268,2,73,4.49,145
28928,24313537,174,40.72626,-73.98784,2,310,268,2,103,5.36,177
24802,21229168,174,40.72535,-73.99341,2,250,279,2,27,1.03,77
13397,11049502,174,40.7264,-73.97889,2,199,280,2,71,1.55,166
18640,15988664,174,40.72372,-73.97984,2,150,287,2,101,3.31,185
25712,21768850,174,40.73066,-73.98382,2,369,295,2,18,0.76,74
5118,3970562,174,40.73057,-73.98726,2,170,303,2,1,0.09,0
14261,12127405,174,40.7231,-73.98266,2,120,304,2,28,0.74,16
24423,20978416,174,40.7301,-73.98841,2,199,328,2,41,1.56,0
11309,9366707,174,40.72711,-73.99198,2,296,329,2,24,1.25,0
23052,19911921,174,40.72688,-73.98546,2,160,329,2,22,0.8,64
29753,25230902,174,40.72765,-73.98669,2,200,337,2,26,1.4,31
11546,9509218,174,40.73161,-73.9896,2,166,348,2,54,1.11,10
22881,19803017,174,40.72759,-73.98466,2,150,352,2,33,1.14,19
30164,25783739,174,40.72727,-73.98272,2,159,354,2,6,0.36,0
14393,12271309,174,40.72795,-73.98567,2,295,355,2,39,1.0,0
30504,26135091,174,40.72213,-73.98236,2,150,355,2,36,2.03,1
35476,30501797,174,40.72333,-73.97934,2,101,357,2,3,0.26,0
27728,23075778,174,40.72629,-73.98417,2,150,359,2,23,1.05,6
16085,13591611,174,40.72552,-73.97879,2,165,362,2,13,0.31,0
30540,26167182,174,40.7299,-73.98824,2,250,362,2,94,5.4,68
27715,23062475,174,40.72998,-73.9839,2,99,363,2,15,0.69,0
8525,6973463,174,40.72403,-73.97783,2,298,363,2,1,0.04,2
32809,28423989,118,40.73655,-73.87892,2,300,315,2,56,4.44,318
20631,17860607,0,40.70464,-74.00715,2,220,167,2,120,3.69,254
9509,7780413,0,40.71197,-74.00999,2,229,215,2,12,0.23,33
26078,21947011,0,40.70758,-74.00409,2,700,281,2,24,0.99,167
17038,14245157,0,40.70423,-74.01235,2,270,356,2,124,3.09,41
7882,6476426,0,40.71095,-74.00912,2,400,357,2,8,0.17,13
30113,25694039,0,40.70819,-74.00662,2,200,360,2,48,2.68,0
29713,25187461,0,40.70465,-74.00762,2,400,361,2,7,0.4,0
23499,20231900,68,40.63646,-73.96484,2,250,26,2,72,2.72,343
14334,12210323,68,40.64062,-73.94733,2,180,31,2,51,1.3,1
10924,9050105,68,40.66289,-73.96175,2,125,35,2,147,2.95,344
28423,23792656,68,40.65924,-73.94959,2,125,36,2,89,4.4,341
4021,2888088,68,40.6435,-73.96208,2,87,39,2,157,3.5,306
2662,1654929,68,40.64233,-73.95655,2,95,40,2,159,2.11,317
6964,5546217,68,40.655,-73.95975,2,190,41,2,138,2.54,313
13396,11046598,68,40.64261,-73.95779,2,219,43,2,143,3.14,337
10351,8522933,68,40.6394,-73.95136,2,77,45,2,150,2.98,344
18231,15564125,68,40.63766,-73.96611,2,275,46,2,116,3.09,315
30131,25740704,68,40.64707,-73.95074,2,140,89,2,89,4.98,255
8340,6836485,68,40.6412,-73.95302,2,70,99,2,164,3.29,303
21107,18375685,68,40.66302,-73.95144,2,175,134,2,120,3.88,187
15807,13434959,68,40.66058,-73.96132,2,40,194,2,37,0.91,216
34644,30038208,68,40.65786,-73.95813,2,135,196,2,56,4.59,143
16673,13956613,68,40.63273,-73.96385,2,200,197,2,17,1.06,171
22026,19162180,68,40.63262,-73.95768,2,150,204,2,93,3.28,131
13770,11565841,68,40.66258,-73.95205,2,115,208,2,58,1.3,142
8427,6914459,68,40.65207,-73.96225,2,149,313,2,48,0.9,33
25282,21535750,68,40.64116,-73.95991,2,55,326,2,88,3.63,0
30941,26622664,68,40.6533,-73.95534,2,65,330,2,1,0.06,5
2056,1032611,68,40.65743,-73.96155,2,125,349,2,38,0.56,12
26287,22031456,68,40.63359,-73.94915,2,58,364,2,28,1.16,0
1493,725270,43,40.74056,-73.99262,2,375,16,2,36,0.81,0
34633,30034070,43,40.74687,-73.98836,2,220,44,2,15,1.44,88
24970,21313240,43,40.73591,-73.98744,2,540,128,2,76,4.46,1
9595,7837952,43,40.73947,-73.98593,2,221,193,2,109,2.24,169
31456,27141013,144,40.61768,-73.91669,2,85,16,2,55,3.44,348
21326,18585458,144,40.63693,-73.92242,2,107,44,2,139,4.51,348
5549,4342924,144,40.62677,-73.9326,2,175,211,2,17,0.43,0
33740,29338819,72,40.76373,-73.82904,2,188,12,2,27,2.14,62
28400,23769218,72,40.75611,-73.83271,2,149,176,2,40,1.93,77
20944,18215065,72,40.75767,-73.83094,2,65,213,2,98,3.12,161
21146,18411446,72,40.75763,-73.83157,2,99,226,2,106,3.42,124
22833,19768762,72,40.75183,-73.80665,2,139,234,2,47,1.84,167
30987,26682755,72,40.75637,-73.83208,2,159,285,2,37,2.17,67
28675,24057278,72,40.75671,-73.83337,2,159,287,2,54,2.76,81
28153,23565676,72,40.75654,-73.83146,2,278,298,2,48,2.44,66
24401,20960110,113,40.85362,-73.8896,2,140,30,2,87,3.4,342
9155,7515594,13,40.71731,-73.83321,2,150,4,2,24,0.47,364
19957,17095971,13,40.73576,-73.85434,2,95,215,2,181,5.35,222
33473,29100541,13,40.72096,-73.8539,2,99,347,2,77,5.53,14
23245,20035645,13,40.73362,-73.84747,2,69,349,2,51,1.77,0
13757,11553360,165,40.69413,-73.9723,2,999,7,2,100,2.64,362
15634,13333699,165,40.69056,-73.97752,2,175,21,2,151,3.57,340
12958,10407723,165,40.68805,-73.96952,2,150,24,2,131,2.76,0
4660,3600108,165,40.68744,-73.9747,2,275,42,2,197,3.02,0
9739,7951281,165,40.68857,-73.97385,2,200,80,2,143,2.81,0
5872,4582684,165,40.68859,-73.9767,2,150,91,2,117,1.92,1
2203,1155475,165,40.68675,-73.97713,2,499,102,2,149,1.94,308
14545,12422277,165,40.68702,-73.97506,2,169,293,2,147,3.32,260
29268,24719244,165,40.68957,-73.97449,2,200,327,2,42,2.25,73
33980,29582742,165,40.68638,-73.97378,2,250,338,2,6,0.48,0
8801,7206796,165,40.68919,-73.97474,2,225,360,2,123,2.35,0
31283,26947531,127,40.73695,-73.78214,2,285,185,2,12,0.73,169
32777,28386112,170,40.6934,-73.8951,2,160,25,2,29,2.05,350
14370,12243947,44,40.68081,-73.98945,2,295,17,2,85,1.94,350
6781,5318322,44,40.68095,-73.98901,2,495,29,2,110,2.04,336
17353,14625676,44,40.6702,-73.9896,2,299,100,2,38,0.97,260
32572,28195740,44,40.66712,-73.99215,2,200,306,2,17,1.15,0
33973,29567482,44,40.67022,-73.9914,2,140,343,2,18,1.39,111
31323,26993244,44,40.67076,-73.98903,2,350,344,2,9,0.56,0
33933,29533666,44,40.67662,-73.98642,2,300,352,2,10,0.8,63
12293,9917384,44,40.66896,-73.9918,2,178,358,2,12,0.46,0
28142,23549904,50,40.73709,-73.98027,2,250,21,2,43,2.22,343
33428,29059768,50,40.73551,-73.98546,2,350,87,2,48,3.46,278
14838,12792132,50,40.7367,-73.98099,2,175,122,2,18,0.42,31
21544,18772198,50,40.73742,-73.98219,2,265,202,2,73,2.72,338
17140,14362124,50,40.73421,-73.98834,2,85,319,2,61,1.5,36
31255,26923831,50,40.73502,-73.986,2,99,348,2,48,3.01,0
25278,21530044,50,40.73625,-73.98597,2,140,352,2,22,0.87,13
29852,25340524,50,40.73609,-73.98595,2,145,359,2,29,1.64,10
13443,11136854,27,40.58571,-73.96711,2,90,102,2,35,0.81,183
10831,8975201,27,40.59629,-73.96367,2,119,215,2,191,3.83,74
1876,888583,89,40.734,-73.95474,2,120,14,2,27,0.33,338
8435,6922505,89,40.72532,-73.95338,2,230,46,2,8,0.15,296
9781,7982483,89,40.73054,-73.95569,2,200,51,2,14,0.27,333
15200,13066577,89,40.73333,-73.95699,2,129,62,2,110,2.6,0
9962,8167884,89,40.72176,-73.94393,2,165,74,2,144,2.82,289
31997,27637220,89,40.72586,-73.94547,2,229,104,2,25,1.57,266
9239,7592433,89,40.72717,-73.94697,2,139,116,2,21,0.41,338
32284,27926502,89,40.73473,-73.95776,2,177,122,2,44,2.91,243
21122,18391905,89,40.73312,-73.95754,2,299,190,2,77,2.62,126
29458,24916571,89,40.72901,-73.94754,2,130,208,2,51,3.36,126
33065,28694075,89,40.72891,-73.95345,2,225,222,2,57,3.89,244
5310,4137979,89,40.72126,-73.94328,2,125,237,2,229,3.63,151
27849,23218579,89,40.72612,-73.95691,2,125,262,2,57,2.71,94
18674,16024539,89,40.72413,-73.9509,2,75,293,2,21,0.84,2
5191,4047791,89,40.72414,-73.95355,2,185,295,2,126,1.98,54
23905,20604989,89,40.7324,-73.95091,2,195,297,2,71,2.58,20
2741,1732498,89,40.72716,-73.94971,2,199,301,2,25,0.4,0
21521,18751261,89,40.72357,-73.95057,2,225,305,2,2,0.07,62
20273,17489509,89,40.72398,-73.94978,2,160,306,2,129,4.03,48
20850,18112181,89,40.72128,-73.95547,2,175,318,2,9,0.38,0
24452,20991910,89,40.72588,-73.94531,2,165,346,2,36,1.35,10
10716,8866669,89,40.73072,-73.95416,2,175,348,2,12,0.58,8
27253,22586703,89,40.73041,-73.95601,2,120,352,2,2,0.15,0
9189,7547536,19,40.73528,-73.99744,2,210,83,2,223,4.31,304
34540,29967691,19,40.72871,-74.00009,2,250,320,2,4,0.33,0
21566,18793633,19,40.73193,-73.99931,2,299,330,2,34,1.16,36
10911,9043905,19,40.72874,-74.00122,2,200,343,2,29,0.58,0
29271,24727443,19,40.72975,-74.00157,2,200,349,2,22,1.15,5
13153,10677426,19,40.7276,-74.00075,2,200,360,2,52,1.13,0
30733,26383405,17,40.66073,-73.98983,2,275,17,2,36,2.14,345
31085,26780175,17,40.66236,-73.99109,2,265,71,2,4,0.27,14
35293,30396953,17,40.66278,-73.99206,2,250,186,2,48,3.97,0
4100,2985678,17,40.65841,-73.99664,2,135,215,2,139,2.11,318
17554,14850904,17,40.66148,-73.98942,2,140,296,2,101,2.55,48
19517,16565435,17,40.66156,-73.99318,2,80,303,2,59,1.91,0
24575,21079975,17,40.6606,-73.99455,2,94,332,2,34,1.31,0
3430,2238389,17,40.66296,-73.98955,2,290,335,2,27,0.39,30
2301,1262053,17,40.66134,-73.98844,2,102,348,2,24,0.31,0
28102,23505465,17,40.65683,-73.99959,2,90,358,2,41,2.06,0
28466,23839013,183,40.61758,-74.09112,2,110,128,2,90,4.4,131
31109,26788852,120,40.8274,-73.95215,2,102,19,2,26,1.57,303
16611,13919213,120,40.82611,-73.94407,2,155,24,2,157,3.79,285
2545,1497024,120,40.82124,-73.94973,2,100,43,2,304,4.03,0
13712,11511431,120,40.82334,-73.94811,2,165,52,2,114,2.82,68
29093,24525290,120,40.82156,-73.94966,2,247,69,2,114,5.86,0
32150,27783886,120,40.82288,-73.94949,2,225,226,2,26,1.84,164
24690,21170090,120,40.8235,-73.94619,2,100,239,2,2,0.23,1
34561,29987114,120,40.82437,-73.95177,2,100,252,2,99,8.01,0
20310,17524862,120,40.82805,-73.94676,2,150,296,2,10,0.31,87
21494,18731641,120,40.82425,-73.9552,2,95,314,2,59,1.93,57
32891,28515078,120,40.82778,-73.94995,2,150,338,2,7,0.49,0
35145,30376690,120,40.82932,-73.94696,2,119,358,2,27,2.38,43
18810,16148691,120,40.82408,-73.94643,2,210,364,2,4,0.11,0
30244,25855178,65,40.81889,-73.94224,2,275,6,2,23,1.26,81
4270,3198365,65,40.80185,-73.95667,2,200,10,2,153,2.37,0
24985,21324522,65,40.82296,-73.94545,2,200,21,2,44,1.76,0
27977,23369991,65,40.81809,-73.94168,2,179,22,2,50,2.38,0
14527,12403252,65,40.80967,-73.95295,2,175,23,2,155,3.54,329
34700,30071905,65,40.80616,-73.95007,2,269,26,2,53,4.26,284
21034,18303895,65,40.80514,-73.95115,2,125,49,2,123,3.88,331
25894,21853347,65,40.80934,-73.95457,2,265,52,2,87,3.56,314
7040,5641857,65,40.8215,-73.95006,2,100,59,2,272,4.75,317
28980,24376945,65,40.82934,-73.94269,2,110,113,2,34,1.72,203
21087,18358606,65,40.79126,-73.94663,2,195,114,2,115,3.66,214
7312,5944801,65,40.80947,-73.95392,2,300,134,2,62,1.11,337
25166,21457703,65,40.80111,-73.95221,2,173,135,2,82,3.56,39
31150,26828970,65,40.81381,-73.94549,2,125,145,2,85,5.43,1
9975,8173609,65,40.80089,-73.95674,2,200,151,2,130,2.55,70
1841,860163,65,40.78844,-73.94951,2,125,163,2,97,1.15,0
10659,8825297,65,40.8081,-73.93807,2,225,177,2,71,1.64,290
10630,8800003,65,40.81057,-73.94565,2,95,185,2,3,0.09,156
31729,27416658,65,40.807,-73.93976,2,400,190,2,1,0.44,174
29498,24948017,65,40.81634,-73.94344,2,400,191,2,3,0.17,173
18817,16157387,65,40.81588,-73.93984,2,600,194,2,3,0.09,177
5669,4431674,65,40.80066,-73.95147,2,150,204,2,36,0.71,0
18668,16014708,65,40.80313,-73.95027,2,135,205,2,128,3.49,0
32622,28245930,65,40.82232,-73.93908,2,95,206,2,23,1.54,109
29491,24945511,65,40.79891,-73.9528,2,105,207,2,57,3.04,0
11732,9619848,65,40.79686,-73.9459,2,199,210,2,7,0.15,168
15249,13098705,65,40.81829,-73.94686,2,175,212,2,40,1.01,0
33560,29180542,65,40.81182,-73.94331,2,269,218,2,38,2.81,346
33615,29222825,65,40.81745,-73.93882,2,100,222,2,2,0.15,173
29989,25492295,65,40.80462,-73.95622,2,180,257,2,45,3.28,0
12788,10205130,65,40.80107,-73.93656,2,220,257,2,72,1.6,152
31766,27454904,65,40.80804,-73.95373,2,195,284,2,23,1.55,70
33946,29541790,65,40.82359,-73.95508,2,119,286,2,37,3.07,167
31440,27132152,65,40.80603,-73.94114,2,275,297,2,38,2.64,34
13755,11552402,65,40.81032,-73.95415,2,90,300,2,218,4.77,55
25455,21633212,65,40.81264,-73.94602,2,225,303,2,70,3.37,0
25457,21633295,65,40.81296,-73.94625,2,265,311,2,94,3.97,0
12466,10008615,65,40.83034,-73.94902,2,125,315,2,34,0.71,6
29269,24725794,65,40.80863,-73.95503,2,92,319,2,89,4.6,59
20249,17463059,65,40.81968,-73.9458,2,135,326,2,166,4.95,97
25608,21716449,65,40.81095,-73.93942,2,101,331,2,21,0.87,0
20751,18010406,65,40.81053,-73.94332,2,130,332,2,29,0.9,0
2347,1306749,65,40.82612,-73.95216,2,145,332,2,76,1.01,63
29600,25055376,65,40.8067,-73.94481,2,170,333,2,11,0.59,17
30722,26361594,65,40.81857,-73.9402,2,100,337,2,21,1.2,3
2006,993040,65,40.8278,-73.94891,2,150,342,2,193,2.41,0
34343,29858389,65,40.79,-73.94728,2,160,344,2,11,0.89,12
7146,5757333,65,40.82003,-73.95745,2,450,347,2,4,0.07,348
32830,28438004,65,40.81249,-73.94957,2,325,349,2,2,0.13,0
35484,30503210,65,40.81275,-73.93461,2,300,351,2,1,0.09,0
18116,15462208,65,40.79575,-73.94817,2,145,351,2,101,2.66,0
13386,11040458,65,40.80735,-73.95684,2,300,351,2,27,0.59,18
34764,30112494,65,40.8242,-73.9537,2,120,352,2,4,0.32,0
21195,18462291,65,40.81752,-73.94162,2,84,353,2,46,1.46,2
10937,9061331,65,40.80822,-73.94264,2,210,354,2,20,0.42,0
23655,20387815,65,40.81629,-73.94131,2,80,354,2,28,1.3,20
33117,28740981,65,40.82608,-73.94231,2,99,360,2,18,1.31,0
35001,30287525,65,40.82521,-73.94037,2,97,361,2,2,0.16,0
22991,19874726,65,40.81379,-73.94671,2,120,362,2,13,0.45,0
7958,6550596,65,40.81781,-73.9347,2,55,364,2,15,0.29,3
2621,1609672,115,40.76476,-73.99011,2,99,13,2,74,0.98,0
11446,9458704,115,40.76037,-73.99016,2,270,39,2,78,1.81,0
11158,9241956,115,40.75474,-73.99836,2,187,67,2,138,2.83,321
14864,12812577,115,40.763,-73.98642,2,1000,78,2,28,0.74,283
29133,24560314,115,40.76265,-73.98954,2,160,97,2,5,0.26,85
13822,11617815,115,40.75573,-73.99228,2,175,101,2,63,1.39,295
13485,11187722,115,40.75577,-73.99466,2,185,105,2,231,5.75,31
24345,20912594,115,40.76104,-73.99255,2,260,111,2,27,1.07,284
25581,21701058,115,40.76481,-73.98845,2,2200,114,2,6,0.27,269
3590,2373238,115,40.76046,-73.99131,2,200,129,2,70,2.68,200
32949,28584472,115,40.76435,-73.9875,2,199,143,2,56,4.25,205
5884,4593609,115,40.7592,-73.98902,2,150,167,2,46,0.77,300
23069,19919747,115,40.76054,-73.99066,2,199,198,2,71,2.5,267
14833,12782370,115,40.76153,-73.98915,2,244,220,2,207,4.75,41
29720,25190223,115,40.76596,-73.98926,2,390,221,2,98,5.27,113
31873,27530069,115,40.76337,-73.9873,2,159,256,2,78,4.83,152
13040,10524365,115,40.76165,-73.99062,2,180,300,2,159,3.57,0
23632,20356506,115,40.7658,-73.99087,2,139,313,2,143,5.17,82
27006,22386804,115,40.76402,-73.98909,2,219,315,2,88,3.99,101
28415,23788708,115,40.76934,-73.98782,2,375,321,2,37,2.01,24
19056,16297227,115,40.76428,-73.99381,2,130,332,2,103,3.93,52
24494,21015032,115,40.75994,-73.99073,2,215,335,2,29,1.08,19
10763,8916716,115,40.75994,-73.98812,2,259,340,2,124,2.48,67
32327,27955820,115,40.76168,-74.00079,2,222,351,2,14,0.92,0
22734,19702506,115,40.75851,-73.99138,2,275,358,2,18,0.62,0
34033,29628181,115,40.76289,-73.99487,2,250,359,2,6,0.46,0
27437,22762560,115,40.75497,-73.99788,2,450,362,2,2,0.1,0
27133,22472801,82,40.66201,-73.84084,2,80,49,2,97,4.12,66
34531,29965481,82,40.65628,-73.83172,2,220,159,2,94,7.4,251
15908,13495558,152,40.72795,-74.00454,2,360,13,2,28,0.73,354
34519,29962965,178,40.86268,-73.9238,2,200,41,2,46,3.59,298
20433,17665855,178,40.86461,-73.92363,2,199,203,2,55,1.71,161
21934,19094427,178,40.86822,-73.92048,2,100,361,2,14,0.69,36
10281,8459744,98,40.7568,-73.88894,2,89,0,2,10,0.2,358
13285,10859700,98,40.76327,-73.88655,2,145,8,2,74,1.64,339
22594,19596021,98,40.75382,-73.88231,2,150,22,2,27,1.09,313
11263,9342019,98,40.75462,-73.88284,2,144,29,2,14,0.29,344
18480,15845215,98,40.75082,-73.89447,2,99,34,2,193,5.18,331
34480,29942196,98,40.75355,-73.89221,2,170,69,2,16,1.4,353
5193,4047815,98,40.7517,-73.89478,2,100,99,2,24,0.38,0
23484,20218990,98,40.75482,-73.89369,2,118,216,2,142,5.08,5
28077,23481234,98,40.75703,-73.88368,2,135,236,2,86,4.1,225
32988,28616009,98,40.75091,-73.87818,2,225,247,2,58,4.0,75
25296,21541423,98,40.74763,-73.88468,2,86,247,2,66,2.63,76
33025,28659172,98,40.75154,-73.8907,2,110,295,2,16,1.13,67
18913,16214199,98,40.76053,-73.89154,2,165,332,2,34,0.94,54
10598,8760442,98,40.75115,-73.8939,2,85,357,2,101,2.1,63
17065,14281111,123,40.65045,-73.74596,2,150,1,2,4,0.1,365
13335,10945632,123,40.70684,-73.74627,2,97,30,2,271,5.83,0
29834,25317671,123,40.70988,-73.81716,2,100,37,2,16,0.98,288
23493,20230482,123,40.69167,-73.75495,2,99,40,2,68,2.42,328
17055,14275887,123,40.70796,-73.80117,2,105,59,2,38,0.95,338
16416,13780126,123,40.71116,-73.81514,2,75,63,2,61,1.46,214
20209,17418006,123,40.69206,-73.74546,2,169,74,2,76,2.31,332
28963,24357962,123,40.68407,-73.79203,2,125,198,2,16,0.87,155
22630,19623614,123,40.69934,-73.78325,2,150,199,2,104,3.57,164
23337,20135558,123,40.69499,-73.7991,2,130,199,2,113,4.08,166
26576,22178073,123,40.7177,-73.78689,2,135,200,2,153,6.99,337
30757,26398894,123,40.71104,-73.78175,2,150,202,2,23,1.41,37
29247,24699301,123,40.70887,-73.78275,2,128,203,2,25,1.38,0
32544,28160221,123,40.6675,-73.75245,2,185,203,2,46,3.0,169
34578,29995362,123,40.71523,-73.76992,2,100,204,2,66,5.1,349
33958,29547577,123,40.71024,-73.72928,2,100,271,2,72,5.43,0
33805,29415546,123,40.6978,-73.76775,2,299,280,2,15,1.11,78
16857,14094358,123,40.6599,-73.73221,2,105,301,2,37,0.91,79
32944,28582698,123,40.67189,-73.77769,2,65,316,2,54,3.87,68
32046,27681714,123,40.69576,-73.78867,2,54,328,2,55,3.5,65
14681,12619450,129,40.63568,-73.97383,2,75,80,2,11,0.25,362
24299,20874820,129,40.64099,-73.98029,2,105,202,2,41,1.51,178
2373,1325911,80,40.74019,-73.98115,2,145,12,2,29,0.44,311
7143,5756476,80,40.73894,-73.98049,2,150,207,2,21,0.37,96
18541,15915152,80,40.74484,-73.97944,2,180,210,2,104,2.84,161
29370,24826817,80,40.73992,-73.98272,2,200,306,2,16,1.05,0
28696,24083686,80,40.74346,-73.97827,2,199,349,2,8,0.4,0
17400,14696215,80,40.73903,-73.98267,2,200,352,2,3,0.2,0
27105,22452536,80,40.74036,-73.98301,2,150,355,2,33,1.41,0
32897,28521841,80,40.73826,-73.98028,2,250,358,2,2,0.14,0
7860,6460353,74,40.6566,-73.96162,2,148,1,2,19,0.37,356
10953,9078222,74,40.66086,-73.96159,2,150,47,2,142,2.85,341
32419,28049432,74,40.6556,-73.95286,2,120,78,2,68,4.44,256
19119,16325276,74,40.65868,-73.94992,2,200,120,2,59,1.66,306
33935,29534664,74,40.66108,-73.96153,2,115,181,2,2,0.17,113
7181,5803875,74,40.65854,-73.95071,2,114,226,2,96,1.7,12
30291,25917853,74,40.66113,-73.95943,2,110,241,2,68,3.93,33
24840,21251623,74,40.66282,-73.95128,2,235,250,2,92,3.56,136
30125,25734212,74,40.66097,-73.95615,2,525,364,2,11,0.72,4
5173,4033422,61,40.57718,-74.13981,2,200,9,2,54,0.92,0
5779,4517177,132,40.74236,-73.95641,2,170,79,2,92,1.51,274
30916,26594390,132,40.75087,-73.94202,2,197,97,2,38,2.32,245
2409,1352560,132,40.74318,-73.95108,2,145,134,2,32,0.42,330
15310,13126457,132,40.74226,-73.94999,2,151,298,2,101,2.36,0
27562,22923312,132,40.74893,-73.94688,2,199,300,2,74,3.37,193
32536,28153938,132,40.74726,-73.94074,2,156,340,2,10,0.66,0
7011,5604005,106,40.72092,-73.99386,2,400,21,2,115,2.01,1
4401,3323189,106,40.71556,-73.99234,2,785,21,2,100,1.64,332
13331,10941762,106,40.72221,-73.99284,2,395,24,2,66,1.46,322
2749,1740311,106,40.72105,-73.98519,2,300,30,2,72,0.99,336
1793,846275,106,40.72003,-73.98693,2,145,70,2,247,3.13,280
13506,11223328,106,40.71894,-73.99293,2,229,101,2,169,3.95,322
34154,29704561,106,40.721,-73.99218,2,400,114,2,8,0.68,360
23984,20655740,106,40.71798,-73.98418,2,275,192,2,17,0.62,171
2230,1180537,106,40.71646,-73.97656,2,130,201,2,35,0.45,4
5928,4622869,106,40.7157,-73.99094,2,399,204,2,130,2.18,0
16134,13625610,106,40.71844,-73.9858,2,135,211,2,119,2.84,132
25461,21634979,106,40.71386,-73.98237,2,400,292,2,16,1.3,68
33584,29188542,106,40.71722,-73.99242,2,105,299,2,20,1.43,71
25902,21860011,106,40.7235,-73.99096,2,250,313,2,11,0.44,17
22345,19387782,106,40.72034,-73.98617,2,140,337,2,30,1.17,98
10578,8739326,106,40.71569,-73.99174,2,199,343,2,24,1.26,30
35426,30466053,106,40.72068,-73.99019,2,195,356,2,1,0.09,0
7796,6407534,106,40.71983,-73.98801,2,140,359,2,8,0.15,31
25123,21426185,106,40.72269,-73.99102,2,175,360,2,17,0.66,0
33366,28992518,106,40.72165,-73.98695,2,175,361,2,11,0.78,0
3305,2142130,106,40.71978,-73.98643,2,224,361,2,12,0.19,0
4597,3534443,106,40.71867,-73.98612,2,150,363,2,121,1.86,0
30512,26138643,106,40.72202,-73.98922,2,145,364,2,19,1.24,0
8178,6713742,12,40.75549,-73.97149,2,450,1,2,2,0.04,364
13638,11421477,12,40.73682,-74.00238,2,159,2,2,51,1.12,348
32569,28187115,12,40.76249,-73.96428,2,430,4,2,16,1.11,361
2362,1320550,12,40.77444,-73.95908,2,240,5,2,15,0.27,361
27747,23091460,12,40.7773,-73.95652,2,225,5,2,12,0.55,363
35506,30512304,12,40.85502,-73.92763,2,200,6,2,19,1.57,336
19016,16271818,12,40.71833,-73.99443,2,250,8,2,30,0.84,298
30398,26037496,12,40.80579,-73.94916,2,125,11,2,42,2.48,343
1891,902482,12,40.72871,-73.9832,2,400,12,2,28,0.35,313
2591,1570204,12,40.72915,-73.98565,2,199,12,2,43,0.64,355
8351,6852315,12,40.729,-74.00066,2,245,13,2,29,0.55,205
6087,4720719,12,40.74968,-73.99381,2,1000,14,2,97,1.59,0
2654,1649957,12,40.8117,-73.9555,2,125,15,2,24,0.32,0
26490,22142636,12,40.79315,-73.93385,2,150,16,2,23,0.98,0
9528,7790838,12,40.77357,-73.94729,2,142,17,2,51,0.98,327
1716,818084,12,40.72825,-74.00225,2,290,18,2,82,1.01,278
9999,8192789,12,40.80565,-73.94621,2,150,18,2,18,0.51,337
7754,6377161,12,40.73637,-73.98619,2,399,19,2,35,0.68,346
16968,14178226,12,40.80326,-73.935,2,215,20,2,54,1.36,194
34170,29712306,12,40.739,-74.00863,2,399,22,2,53,4.21,289
18650,15998138,12,40.7522,-73.97285,2,198,22,2,36,1.16,350
34593,30008427,12,40.72162,-74.00323,2,240,23,2,5,0.44,185
29361,24816926,12,40.72734,-73.97528,2,142,24,2,67,3.6,233
16570,13894254,12,40.77773,-73.94938,2,450,24,2,133,3.21,325
3023,1961288,12,40.72139,-73.99271,2,220,25,2,109,1.51,122
9255,7602426,12,40.80193,-73.97038,2,250,26,2,18,0.34,0
7772,6389473,12,40.71399,-73.99707,2,350,26,2,21,0.38,53
2956,1919647,12,40.72083,-73.98755,2,195,26,2,85,1.16,316
2830,1814010,12,40.72644,-73.9923,2,175,27,2,25,0.34,277
22735,19703922,12,40.76651,-73.95155,2,145,29,2,42,2.34,322
10237,8420870,12,40.73572,-73.98735,2,210,29,2,147,3.13,339
18875,16190902,12,40.74183,-73.99997,2,330,30,2,149,4.08,0
18599,15966974,12,40.72705,-74.00419,2,375,30,2,16,0.66,353
4506,3442067,12,40.78284,-73.94825,2,255,31,2,1,0.02,126
32695,28314689,12,40.71935,-73.98361,2,600,32,2,53,3.65,1
21644,18867401,12,40.76439,-73.96569,2,250,32,2,100,3.23,344
9679,7900575,12,40.73519,-74.00642,2,200,33,2,10,0.2,95
18955,16238583,12,40.82654,-73.93897,2,150,34,2,45,1.69,346
8246,6761084,12,40.85322,-73.93563,2,89,34,2,28,0.76,359
18663,16009487,12,40.80891,-73.94247,2,265,39,2,137,3.72,315
32439,28073668,12,40.74769,-73.9885,2,200,39,2,20,1.39,339
33427,29059533,12,40.85277,-73.92916,2,120,41,2,21,1.51,361
5233,4081800,12,40.80856,-73.94573,2,130,44,2,203,3.74,330
13739,11542467,12,40.8348,-73.94067,2,150,46,2,133,2.93,339
27750,23092921,12,40.75403,-73.96938,2,305,49,2,108,4.88,1
32172,27803732,12,40.76537,-73.9638,2,350,49,2,3,0.21,296
10029,8222742,12,40.72853,-73.99914,2,200,53,2,158,3.05,1
20614,17843998,12,40.72571,-73.98789,2,250,54,2,12,0.4,316
9076,7457099,12,40.76205,-73.96382,2,328,55,2,164,3.12,0
1645,792835,12,40.71703,-73.98612,2,196,55,2,289,3.72,350
9863,8065272,12,40.7354,-74.00861,2,179,57,2,10,0.2,0
